step,loss,norm,lr,token_per_sec,time
0,7.2119,14.7751,6.594e-06,1915.9031638515612,17.103160858154297
1,7.0298,14.9628,1.2587999999999999e-05,1266.6453499739457,25.869909048080444
2,6.6526,10.3309,1.8582e-05,1592.6922111844372,20.5739688873291
3,6.5150,5.9519,2.4575999999999996e-05,1273.1781014922801,25.73716902732849
4,6.2333,4.1984,3.0569999999999994e-05,976.9401520370424,33.54146099090576
5,6.2655,2.8928,3.656399999999999e-05,1235.6799278711303,26.51819396018982
6,6.2211,2.4142,4.255799999999999e-05,1363.1165607624941,24.039030075073242
7,6.2403,2.3166,4.8551999999999985e-05,1162.3564862514525,28.191007137298584
8,6.0633,2.5988,5.4545999999999975e-05,1416.4042197789659,23.134638786315918
9,6.0284,1.7185,6.053999999999997e-05,1011.0063225744983,32.41127109527588
10,6.1572,2.4655,6.653399999999997e-05,1245.0961596970465,26.317646026611328
11,5.9694,1.5343,7.252799999999997e-05,969.7902222216703,33.788750648498535
12,5.9638,1.8506,7.852199999999996e-05,1127.3286516465932,29.06694507598877
13,5.8824,1.3881,8.451599999999996e-05,1461.2423924445538,22.424753189086914
14,5.8264,1.5873,9.050999999999997e-05,1340.9900716316024,24.43567681312561
15,5.7444,2.0695,9.650399999999997e-05,1078.7656186302484,30.375458240509033
16,5.6043,4.2027,0.00010249799999999997,1074.2543944131594,30.50301694869995
17,5.5178,1.2430,0.00010849199999999996,1183.806726025184,27.68019413948059
18,5.5141,2.1467,0.00011448599999999997,1577.3746727545254,20.77375817298889
19,5.5290,1.4311,0.00012047999999999996,1282.3612035383699,25.552862882614136
20,5.3035,1.5838,0.00012647399999999995,1306.6483750219675,25.07790207862854
21,5.3668,1.2317,0.00013246799999999995,1024.0679442662276,31.9978768825531
22,5.1608,1.7646,0.00013846199999999995,1256.8364179830812,26.071809768676758
23,5.1669,1.5644,0.00014445599999999995,1613.3832174937902,20.310115814208984
24,5.0541,1.2615,0.00015044999999999994,1483.96125691439,22.08143901824951
25,4.9241,1.3893,0.00015644399999999997,1334.8460033236986,24.548150062561035
26,4.8322,1.2360,0.00016243799999999997,1330.580839186028,24.62683892250061
27,4.6575,1.0656,0.000168432,1279.0977381342564,25.6180579662323
28,4.7231,1.0004,0.00017442599999999999,1144.5879554585335,28.628643035888672
29,4.4487,1.2235,0.00018041999999999998,1145.8330947997024,28.597533226013184
30,4.3968,0.9569,0.000186414,1381.8429051634416,23.71325993537903
31,4.4277,1.1266,0.000192408,1200.9114402854473,27.28594207763672
32,4.3619,1.1710,0.00019840200000000003,80.44951896865044,407.311322927475
33,4.2293,1.6951,0.00020439600000000005,33.76245492314686,970.5455386638641
34,4.0297,0.9983,0.00021039000000000008,1173.6041695372255,27.920827865600586
35,4.0768,0.9551,0.00021638400000000007,1177.8475750792704,27.82023811340332
36,4.0185,1.1426,0.00022237800000000007,1339.236805111293,24.46766686439514
37,3.8443,0.9658,0.00022837200000000004,1226.9833939156533,26.70614790916443
38,3.9568,1.3553,0.00023436600000000004,1230.182696697006,26.636693954467773
39,3.9126,1.0330,0.00024036000000000004,1593.2027392352857,20.567376136779785
40,3.7421,1.1361,0.00024635400000000006,1522.0579198390753,21.528747081756592
41,3.7925,1.3211,0.00025234800000000006,1538.212297767443,21.302651166915894
42,3.7696,1.4519,0.00025834200000000006,1320.4077281024602,24.816576957702637
43,3.7067,0.6328,0.00026433600000000005,1231.8124096025062,26.601453065872192
44,3.7182,0.6553,0.00027033000000000005,1451.7691191230842,22.57108211517334
45,3.7472,0.8577,0.00027632400000000005,1471.2944926471434,22.271543979644775
46,3.5941,0.8544,0.00028231800000000004,1366.8633663268656,23.973134994506836
47,3.5599,0.6809,0.00028831200000000004,1366.3853450158713,23.98152184486389
48,3.6117,1.6624,0.00029430600000000004,1536.5051137144299,21.3263201713562
49,3.5329,0.7673,0.00030030000000000004,1381.789640047794,23.714174032211304
50,3.5555,0.6888,0.00030629400000000003,1406.3981006932017,23.299235105514526
51,3.5617,1.3151,0.0003122880000000001,1322.6934882410653,24.773691177368164
52,3.4791,1.1932,0.0003182820000000001,1513.6323428866795,21.64858603477478
53,3.4704,0.7127,0.000324276,1298.0363742141562,25.244284868240356
54,3.4947,0.7053,0.0003302700000000001,1439.4548064462638,22.764174222946167
55,3.5276,0.8316,0.00033626400000000007,1424.7885073511052,22.99850106239319
56,3.4818,0.9749,0.00034225800000000007,1432.2073889604876,22.87936806678772
57,3.4639,1.8141,0.0003482520000000001,1347.3274127201341,24.320740222930908
58,3.4333,0.8268,0.00035424600000000017,1325.1968750185008,24.72689199447632
59,3.3870,0.8901,0.00036024000000000017,1466.6511150949887,22.342055082321167
60,3.3305,0.5499,0.00036623400000000017,31.005991015577067,1056.8280169963837
61,3.3631,0.6732,0.00037222800000000016,34.257376402360585,956.5239210128784
62,3.2925,0.6472,0.00037822200000000016,1111.4812493771929,29.48137903213501
63,3.3256,0.4797,0.0003842160000000001,33.50283006756981,978.0666270256042
64,3.4149,0.5465,0.0003902100000000001,865.5145432897693,37.85956025123596
65,3.3378,0.6449,0.00039620400000000004,1109.4645812803662,29.534967184066772
66,3.3170,0.7606,0.00040219800000000004,1001.0953458581678,32.732146978378296
67,3.3460,0.7320,0.00040819200000000004,1104.6213054781467,29.664464950561523
68,3.2395,1.4549,0.00041418600000000004,963.662451377937,34.003607749938965
69,3.2412,1.0961,0.00042018000000000003,1057.0924120468997,30.998235940933228
70,3.2636,0.8888,0.00042617400000000003,900.3075072179907,36.39645314216614
71,3.3302,0.8678,0.000432168,1048.6919488199028,31.24654483795166
72,3.1954,0.8521,0.00043816199999999997,1047.1866513101488,31.291460752487183
73,3.2322,0.5694,0.0004441559999999999,1609.691633977462,20.356693983078003
74,3.2053,0.5671,0.0004501499999999999,1434.1642530648426,22.84815001487732
75,3.1405,0.6398,0.0004561439999999999,1230.8564693199032,26.62211298942566
76,3.2324,0.4148,0.0004621379999999999,1056.8652384133577,31.00489902496338
77,3.1367,0.4612,0.0004681319999999999,1153.6424609331796,28.403947591781616
78,3.2070,0.6259,0.00047412599999999995,1241.6539801831275,26.390605211257935
79,3.1511,0.6849,0.00048011999999999995,32.864355459030115,997.0680861473083
80,3.2526,0.5966,0.000486114,1513.4600132208523,21.65105104446411
81,3.1829,0.4436,0.000492108,101.29895657292826,323.47815918922424
82,3.2164,0.4395,0.0004981019999999999,1128.8275501725943,29.028348922729492
83,3.1346,0.4640,0.000504096,1135.8118379154746,28.849848985671997
84,3.0899,0.4249,0.0005100899999999999,100.69609406504058,325.41480684280396
85,3.1367,0.4709,0.000516084,1559.40245285299,21.013177156448364
86,3.1919,0.6860,0.000522078,100.37628266477911,326.4516191482544
87,3.0910,0.8781,0.0005280720000000001,101.67928635180684,322.2681941986084
88,3.1393,1.2061,0.000534066,1384.863716009204,23.661534070968628
89,3.1548,0.8815,0.0005400600000000001,1708.9968472970966,19.173821210861206
90,3.1028,0.8813,0.000546054,100.68173899696944,325.46120405197144
91,3.0942,0.4955,0.0005520480000000001,100.030314330247,327.58069610595703
92,3.0695,0.5445,0.000558042,1185.3264052501252,27.64470601081848
93,3.0766,0.4918,0.000564036,99.66148524636692,328.79301285743713
94,3.0673,0.5277,0.00057003,1174.8880862021542,27.890316009521484
95,3.1441,0.4970,0.000576024,101.3871700472943,323.1967120170593
96,3.0818,0.3799,0.000582018,101.04421178378439,324.29368710517883
97,3.0118,0.4965,0.0005880120000000001,1650.5219373677157,19.853113889694214
98,3.0768,0.4658,0.0005940060000000001,1619.9994876406147,20.227166891098022
99,2.9918,0.6161,0.0005999999999999998,100.87275810982509,324.8448898792267
100,3.0952,0.7735,0.000599997918132997,1717.132859444034,19.08297300338745
101,3.0906,0.6222,0.0005999916725640932,101.62426039015175,322.4426910877228
102,3.0562,0.5117,0.0005999812633896027,1502.7461952454144,21.80541205406189
103,3.0500,0.7200,0.0005999666907700483,101.76614066023,321.9931480884552
104,3.1030,0.5056,0.0005999479549301575,1557.6064161542604,21.03740692138672
105,3.1135,0.6948,0.0005999250561588602,102.11241918655999,320.901221036911
106,3.0332,0.4925,0.0005998979948092838,1627.2600320119436,20.136916875839233
107,3.0581,0.5787,0.0005998667712987479,100.404108480908,326.3611469268799
108,3.0095,0.5438,0.0005998313861087573,1510.5830864557884,21.692285776138306
109,3.0359,0.4641,0.0005997918397849958,133.287666448411,245.84420204162598
110,3.0107,0.5855,0.0005997481329373163,1315.8559966170449,24.90242099761963
111,3.0617,0.4752,0.0005997002662397326,1504.1293224867973,21.78536081314087
112,2.9441,0.4585,0.0005996482404304084,1272.728441372694,25.746262073516846
113,3.0314,0.5019,0.000599592056311646,1364.8024932541612,24.009334802627563
114,3.0415,0.3781,0.000599531714749874,1179.665531135532,27.77736496925354
115,2.9980,0.4462,0.000599467216675634,1333.0804509605734,24.58066201210022
116,2.9942,0.4812,0.0005993985630835662,1342.084631599016,24.41574788093567
117,2.9950,0.3979,0.0005993257550323938,1394.4638033492365,23.498637914657593
118,2.9732,0.4672,0.0005992487936449069,1231.2670304725323,26.61323595046997
119,2.9542,0.5254,0.0005991676801079455,1283.5679623778733,25.528839111328125
120,2.9230,0.4503,0.0005990824156723805,1434.4369143795475,22.843806982040405
121,2.9418,0.4371,0.0005989930016530951,1543.6207530338938,21.228012084960938
122,2.9757,0.4527,0.0005988994394289641,1447.3944460764849,22.639302015304565
123,3.0197,0.5795,0.0005988017304428327,1481.8196196912902,22.11335277557373
124,2.9642,0.5865,0.0005986998762014942,1545.5234621446536,21.2018780708313
125,2.9694,0.4292,0.0005985938782756674,1416.306236676364,23.136239290237427
126,3.0363,0.3883,0.000598483738299971,1413.510777788068,23.181995153427124
127,3.0463,0.4690,0.0005983694579728999,1434.2979662963085,22.846019983291626
128,2.9949,0.4286,0.0005982510390567981,1271.6341339363107,25.768418073654175
129,2.8530,0.4119,0.0005981284833778318,1367.7808144808646,23.95705485343933
130,2.9178,0.4327,0.0005980017928259608,1304.458555145494,25.1200008392334
131,2.9344,0.5658,0.0005978709693549107,1413.317034598067,23.18517303466797
132,2.9952,0.4401,0.0005977360149821409,1288.6375364483083,25.428407192230225
133,2.9734,0.4011,0.0005975969317888151,1430.7725762490006,22.90231204032898
134,2.9576,0.4112,0.0005974537219197678,1553.6136433456713,21.091472864151
135,2.9831,0.4110,0.0005973063875834726,1506.7269773374105,21.747802019119263
136,2.8852,0.4533,0.0005971549310520071,1528.8360539217374,21.43329882621765
137,2.9749,0.4165,0.0005969993546610184,1527.7758293818895,21.44817280769348
138,2.9531,0.3619,0.000596839660809687,1436.9252095643408,22.804248809814453
139,2.9725,0.4093,0.0005966758519606896,1307.6381010548782,25.058921098709106
140,2.9707,0.5303,0.0005965079306401611,1158.2993409442315,28.289751052856445
141,2.9544,0.6786,0.0005963358994376562,1605.4397519978527,20.41060709953308
142,2.8764,0.4925,0.0005961597610061088,101.67540886438945,322.2804841995239
143,2.8959,0.4139,0.0005959795180617913,1572.5689513576372,20.837242126464844
144,2.8473,0.5197,0.0005957951733842732,102.21888277292929,320.56699419021606
145,2.9006,0.5351,0.0005956067298163773,1436.1478713162,22.81659197807312
146,2.9577,0.5471,0.0005954141902641363,101.52329242390681,322.76337003707886
147,2.9073,0.5995,0.0005952175576967487,1350.0753924420762,24.27123713493347
148,2.9600,0.5337,0.0005950168351465317,102.61752699771291,319.3216691017151
149,2.9410,0.3921,0.0005948120257088753,1392.9960334784578,23.52339792251587
150,2.8901,0.4353,0.0005946031325421942,1487.5909355276708,22.02756094932556
151,2.8809,0.4813,0.0005943901588678798,1458.4372305016898,22.46788501739502
152,2.8570,0.4327,0.0005941731079702494,1373.5427044364337,23.8565571308136
153,2.9190,0.3464,0.0005939519831964966,99.49402146702364,329.34642219543457
154,2.7990,0.3748,0.0005937267879566387,99.96599266320689,327.7914731502533
155,2.9228,0.3481,0.0005934975257234649,1199.2873040615416,27.32289409637451
156,2.8875,0.4114,0.0005932642000324826,1484.9905144968386,22.066134214401245
157,2.9343,0.4644,0.0005930268144818626,1331.8196380374654,24.60393214225769
158,2.9379,0.4272,0.0005927853727323836,1474.4710249003406,22.223563194274902
159,2.8803,0.3615,0.000592539878507376,101.6508109956342,322.35847091674805
160,2.8933,0.5345,0.0005922903355926646,1579.796799985949,20.741908073425293
161,2.8950,0.6289,0.0005920367478365097,1304.8072437556086,25.113287925720215
162,2.8416,0.6056,0.0005917791191495485,100.33627228547977,326.5817959308624
163,2.8633,0.4796,0.0005915174535047337,1359.8006415767159,24.097650051116943
164,2.8666,0.3953,0.0005912517549372736,1520.2484327849293,21.55437183380127
165,2.8656,0.4705,0.0005909820275445685,102.04315190068296,321.11905002593994
166,2.8767,0.6483,0.0005907082754861486,1689.1075083452859,19.39959406852722
167,2.8394,0.4971,0.000590430502983609,101.58253075464471,322.57514905929565
168,2.7838,0.4347,0.0005901487143205458,1655.0091051722463,19.79928684234619
169,2.9482,0.4210,0.0005898629138424885,1558.4445297982045,21.026093244552612
170,2.8798,0.4017,0.0005895731059568339,102.63014906123371,319.28239703178406
171,2.8904,0.3628,0.0005892792951327785,1393.071247024662,23.522127866744995
172,2.8628,0.4769,0.0005889814859012484,101.36256842048513,323.27515482902527
173,2.7797,0.4637,0.0005886796828548303,1597.101896539244,20.517163038253784
174,2.8347,0.4307,0.0005883738906477007,1436.8730964488232,22.805075883865356
175,2.8661,0.4447,0.0005880641139955534,1402.9312449641745,23.356811046600342
176,2.8132,0.6537,0.0005877503576755278,1349.2348719986621,24.286357164382935
177,2.8802,0.7033,0.0005874326265261345,100.12503804665677,327.2707870006561
178,2.8365,0.4564,0.000587110925447181,1603.8397208588133,20.43096923828125
179,2.8179,0.4930,0.0005867852593996958,102.23246183202792,320.52441477775574
180,2.8287,0.4471,0.0005864556334058521,1665.699406401003,19.67221689224243
181,2.8402,0.5370,0.0005861220525488907,99.68341084577781,328.720694065094
182,2.8907,0.4023,0.000585784521973041,1226.9960238562553,26.705873012542725
183,2.8197,0.4266,0.000585443046883442,1604.397893940904,20.423861265182495
184,2.8370,0.3930,0.0005850976325460619,1390.097159994908,23.572453022003174
185,2.7503,0.3775,0.000584748284287617,101.42916753652828,323.0628900527954
186,2.7732,0.5512,0.00058439500749549,1325.0897047632536,24.728891849517822
187,2.8504,0.8037,0.0005840378076176459,101.88885983218816,321.6053261756897
188,2.8323,0.6309,0.0005836766901625484,1148.8376524978871,28.52274203300476
189,2.8376,0.5039,0.0005833116606990757,1093.289542065777,29.97193217277527
190,2.8219,0.6484,0.0005829427248564337,101.67746311057843,322.27397298812866
191,2.8460,0.4018,0.0005825698883240695,1368.3272838384096,23.947487115859985
192,2.8604,0.5381,0.0005821931568515833,102.40846185031245,319.9735589027405
193,2.7657,0.3687,0.0005818125362486409,1336.105372620354,24.525011777877808
194,2.7766,0.4502,0.0005814280323848825,101.58630257282064,322.5631721019745
195,2.8087,0.4089,0.0005810396511898334,1502.4037054209903,21.810382843017578
196,2.7997,0.3962,0.0005806473986528123,516.1467722892869,63.48581790924072
197,2.7724,0.3745,0.0005802512808228382,1534.4912981042235,21.354308128356934
198,2.7859,0.4283,0.0005798513038085386,102.03001709880657,321.1603891849518
199,2.7904,0.4103,0.0005794474737780533,1437.1306492727363,22.800988912582397
200,2.8273,0.3786,0.0005790397969589411,102.00021682632612,321.2542190551758
201,2.7861,0.5161,0.000578628279638083,1140.1069980978964,28.741162061691284
202,2.7314,0.5530,0.000578212928161585,1556.7903287062531,21.04843497276306
203,2.8457,0.6626,0.0005777937489346808,1508.4718336508165,21.722646236419678
204,2.7612,0.7933,0.0005773707484216328,101.18791174439755,323.8331480026245
205,2.7664,0.5670,0.0005769439331456318,1320.8806338260924,24.807692050933838
206,2.7719,0.5265,0.0005765133096886975,100.68904083079828,325.43760204315186
207,2.7653,0.5776,0.0005760788846915763,1316.5853297864448,24.888626098632812
208,2.7196,0.4901,0.0005756406648536392,1285.618610982718,25.488118886947632
209,2.6854,0.7380,0.0005751986569327782,1527.6964049308422,21.44928789138794
210,2.8191,0.8693,0.000574752867745302,1437.054314343533,22.802200078964233
211,2.8002,0.7788,0.0005743033041658316,1418.5668411872912,23.099369764328003
212,2.7595,0.5023,0.0005738499731271934,1659.9696511177149,19.74011993408203
213,2.7710,0.7357,0.0005733928816203128,1573.5120569046926,20.824753046035767
214,2.8159,0.9314,0.0005729320366941065,1601.7448881584537,20.45768976211548
215,2.7284,0.6204,0.0005724674454553728,1437.3629496778055,22.797303915023804
216,2.7330,0.5334,0.0005719991150686839,1387.0160410676133,23.62481689453125
217,2.7606,0.4555,0.0005715270527562734,1551.5615927284853,21.119367837905884
218,2.6951,0.7177,0.0005710512657979264,1320.9696540088476,24.806020259857178
219,2.7132,0.6582,0.0005705717615308661,1338.952079179277,24.472869873046875
220,2.7266,0.4443,0.0005700885473496416,1301.1131576619023,25.18458890914917
221,2.6993,0.5117,0.0005696016307060133,1336.7522849408008,24.513143062591553
222,2.7089,0.6896,0.0005691110191088382,1364.757119910386,24.010133028030396
223,2.6890,0.4780,0.000568616720123954,1378.355822517084,23.77325177192688
224,2.7646,0.8474,0.0005681187413740627,1191.0105357833409,27.512770891189575
225,2.7467,0.5611,0.0005676170905386125,1172.7613343651049,27.94089388847351
226,2.7101,0.4952,0.0005671117753536798,1136.603482163116,28.829755067825317
227,2.6636,0.5579,0.0005666028036118501,1210.774661024341,27.06366515159607
228,2.6814,0.4567,0.000566090183162097,1213.2824103246246,27.007726907730103
229,2.6824,0.5386,0.0005655739219096621,1194.2749778248456,27.437567234039307
230,2.6790,0.5857,0.0005650540278159327,1260.7536132483904,25.990803956985474
231,2.6092,0.6179,0.0005645305088983186,1178.1923900982188,27.812096118927002
232,2.7176,0.5545,0.0005640033732301293,1163.2348028148804,28.169721126556396
233,2.6740,0.5973,0.000563472628940449,1159.5375471223904,28.259541988372803
234,2.6869,0.6215,0.0005629382842140109,1155.110205378881,28.3678560256958
235,2.6961,0.4469,0.0005624003472910718,1105.527314860832,29.640154123306274
236,2.6967,0.4609,0.0005618588264672847,1101.0396417825486,29.760962963104248
237,2.6132,0.4875,0.0005613137300935706,1284.2105011208055,25.516066074371338
238,2.6296,0.4316,0.0005607650665759895,1252.4289435215765,26.163560152053833
239,2.6190,0.4899,0.000560212844375612,1153.2438513002567,28.41376519203186
240,2.6561,0.4572,0.0005596570720083874,1167.2689177394939,28.072365760803223
241,2.6850,0.4868,0.0005590977580450132,100.30122325213419,326.6959159374237
242,2.6461,0.5561,0.0005585349111108025,1537.2163650857613,21.316452741622925
243,2.6717,0.6614,0.0005579685398855515,102.40070534238285,319.9977958202362
244,2.6553,0.6286,0.0005573986531034049,1498.5556771590605,21.866388082504272
245,2.6319,0.5269,0.0005568252595527219,101.88119097012479,321.62953424453735
246,2.6355,0.5814,0.0005562483680759405,1523.0584029303407,21.514605045318604
247,2.5910,0.7377,0.0005556679875694406,434.931058620669,75.34067606925964
248,2.6389,0.5077,0.0005550841269834079,909.1983402902464,36.04054093360901
249,2.5981,0.5170,0.0005544967953216948,1242.8616386586302,26.364962100982666
250,2.6352,0.4630,0.0005539060016416821,1168.947313270578,28.03205895423889
251,2.6087,0.4813,0.0005533117550541391,1130.4386754967672,28.986977100372314
252,2.5971,0.4472,0.0005527140647230836,1228.9029798209267,26.664432048797607
253,2.4987,0.4527,0.0005521129398656397,1161.7916044279102,28.204714059829712
254,2.6211,0.4380,0.0005515083897518964,1263.363716359008,25.93710708618164
255,2.6251,0.4950,0.000550900423704764,1393.6451959171402,23.51244068145752
256,2.6675,0.4609,0.0005502890510998314,1510.9979198334302,21.686330318450928
257,2.6311,0.4596,0.0005496742813652204,1312.0817257481053,24.974054098129272
258,2.5094,0.5301,0.0005490561239814406,1274.4260766325726,25.711966037750244
259,2.5523,0.5287,0.0005484345884812438,71.75033246801273,456.6947479248047
260,2.5177,0.4819,0.0005478096844494761,1187.1065485472836,27.603250980377197
261,2.5881,0.5261,0.0005471814215229308,1160.0233552021853,28.24770712852478
262,2.5309,0.4942,0.0005465498093901995,1240.1386142646604,26.422852754592896
263,2.6368,0.4872,0.0005459148577915225,1105.859073071104,29.631262063980103
264,2.6148,0.4944,0.000545276576518639,1178.2214182944888,27.811410903930664
265,2.6272,0.5925,0.0005446349754146358,1451.4496069629558,22.576050758361816
266,2.5359,0.5788,0.0005439900643737956,1394.4162666389323,23.499439001083374
267,2.5752,0.4273,0.0005433418533414445,1408.4980473901508,23.264497995376587
268,2.5357,0.4906,0.0005426903523137984,1306.7346671312912,25.0762460231781
269,2.5389,0.4577,0.0005420355713378093,1097.1954131485902,29.865236043930054
270,2.4275,0.4978,0.0005413775205110096,1359.18640950395,24.108540058135986
271,2.5409,0.6785,0.0005407162099813572,1376.9473659164,23.797569036483765
272,2.5392,0.6323,0.0005400516499470785,1387.0350640471647,23.62449288368225
273,2.4698,0.4851,0.0005393838506565114,1420.0910908164983,23.074576139450073
274,2.4899,0.5282,0.0005387128224079471,1582.5901035893944,20.70529818534851
275,2.5593,0.5706,0.0005380385755494712,1405.8968500234103,23.307542085647583
276,2.5824,0.6243,0.0005373611204788043,1603.0442942449863,20.441107034683228
277,2.5310,0.5103,0.0005366804676431419,1502.075473091256,21.81514883041382
278,2.5693,0.5861,0.0005359966275389924,1395.0195724137043,23.48927617073059
279,2.5426,0.5735,0.0005353096107120164,1342.0719325957598,24.41597890853882
280,2.4566,0.4517,0.0005346194277568632,1235.4326755392274,26.52350115776062
281,2.4239,0.4732,0.0005339260893170077,1440.0772923365018,22.754334211349487
282,2.4619,0.4847,0.0005332296060845862,1481.0854174887647,22.124314785003662
283,2.5203,0.5208,0.0005325299888002321,1488.6916519279403,22.011274099349976
284,2.4710,0.5356,0.0005318272482529092,1437.9438789373444,22.78809380531311
285,2.4801,0.5454,0.0005311213952797461,1394.526582239128,23.49758005142212
286,2.4663,0.5011,0.0005304124407658686,1398.1703714089235,23.43634271621704
287,2.4788,0.4673,0.0005297003956442327,1590.3345233740745,20.604470014572144
288,2.4744,0.5539,0.0005289852708954548,1400.8959000538784,23.390745878219604
289,2.5774,0.6602,0.0005282670775476431,1274.7752089876492,25.7049241065979
290,2.4450,0.6354,0.0005275458266762276,11.166761662036441,2934.4227979183197
291,2.4293,0.5300,0.000526821529403789,16.827652632553157,1947.271001815796
292,2.4868,0.6144,0.0005260941968998873,64.96456557835377,504.39804697036743
293,2.4479,0.8446,0.0005253638403808893,1168.7624385260845,28.036493062973022
294,2.4535,0.6450,0.000524630471109796,1472.5679993451395,22.252283096313477
295,2.4907,0.5750,0.000523894100396069,1371.4240496405005,23.893412113189697
296,2.4205,0.5735,0.0005231547395954554,1433.9621141486773,22.851370811462402
297,2.4097,0.5387,0.0005224124001098133,1478.7792376996376,22.158818006515503
298,2.4346,0.5305,0.0005216670933869362,1495.3034338766815,21.913946866989136
299,2.4430,0.4937,0.0005209188309203757,1482.082191572832,22.109435081481934
300,2.4066,0.5662,0.0005201676242492645,1385.6211860672954,23.64859914779663
301,2.3844,0.4960,0.0005194134849581388,1414.1776782495326,23.17106294631958
302,2.3766,0.5368,0.0005186564246767594,1441.3990977238589,22.73346781730652
303,2.3666,0.5504,0.0005178964550799324,1336.2912173311913,24.52160096168518
304,2.3785,0.5830,0.0005171335878873292,1413.0643281973819,23.189319372177124
305,2.4205,0.7447,0.0005163678348633055,1409.1294368345282,23.25407385826111
306,2.3643,0.7140,0.0005155992078167203,1380.4172092893948,23.737751007080078
307,2.4397,0.7874,0.0005148277186007534,1377.5614802331552,23.786960124969482
308,2.3521,0.6868,0.000514053379112723,1447.1027124980276,22.643866062164307
309,2.3825,0.6067,0.0005132762012939017,1512.5133587783948,21.664602041244507
310,2.3799,0.5568,0.000512496197129333,1531.892690144535,21.39053225517273
311,2.3744,0.5664,0.0005117133786476461,1241.4690668247492,26.394536018371582
312,2.3214,0.6392,0.0005109277579208704,1549.0364728396353,21.15379500389099
313,2.3130,0.5642,0.0005101393470642492,1378.7612695907803,23.766260862350464
314,2.3052,0.5698,0.0005093481582360533,1358.0619899941373,24.128500938415527
315,2.3453,0.5636,0.0005085542036373932,1358.4426944235997,24.12173891067505
316,2.3428,0.6366,0.0005077574955120311,1231.6396316871208,26.60518479347229
317,2.3187,0.7353,0.0005069580461461915,1268.5868890565152,25.830315828323364
318,4.4572,0.7327,0.000506155867868373,1378.5750125297916,23.769471883773804
319,2.2902,0.5659,0.0005053509730491568,1424.2304803809307,23.007512092590332
320,2.2765,0.6048,0.0005045433741010165,1290.241796871399,25.396790027618408
321,2.3150,0.5558,0.0005037330834781274,1400.6797901361308,23.394354820251465
322,2.3272,0.6188,0.000502920113676173,1347.1212148585307,24.324462890625
323,2.3033,0.5867,0.0005021044772321533,1525.969163752205,21.47356629371643
324,2.2315,0.7413,0.0005012861867241913,1515.620693933498,21.620185136795044
